k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Capnodiales_fam_Incertae_sedis;g__Capnodiales_gen_Incertae_sedis;s__Capnodiales_sp
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Teratosphaeriaceae;g__Teratosphaeriaceae_gen_Incertae_sedis;s__Teratosphaeriaceae_sp
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Extremaceae
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Microdochiaceae;g__Idriella
Unassigned
k__Fungi;p__Ascomycota;c__Sordariomycetes
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Microdochiaceae;g__Idriella;s__Idriella_sp
k__Fungi;p__Ascomycota;c__Dothideomycetes
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Conioscyphales;f__Conioscyphaceae;g__Conioscypha;s__Conioscypha_sp
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Pleurotheciales;f__Pleurotheciaceae;g__Pleurotheciella
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Podosporaceae;g__Podospora
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariales_fam_Incertae_sedis;g__Sordariales_gen_Incertae_sedis;s__Sordariales_sp
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Hypocreales_gen_Incertae_sedis;s__Hypocreales_sp
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Coniochaeta
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae
Unassigned
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_ord_Incertae_sedis;f__Sordariomycetes_fam_Incertae_sedis;g__Sordariomycetes_gen_Incertae_sedis;s__Sordariomycetes_sp
k__Fungi;p__Ascomycota;c__Sordariomycetes
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae
Unassigned
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Amphisphaeriales;f__Sporocadaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Ophiostomatales;f__Ophiostomataceae;g__Sporothrix
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Cordanaceae;g__Cordana
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
Unassigned
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
Unassigned
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
Unassigned
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariales_fam_Incertae_sedis;g__Sordariales_gen_Incertae_sedis;s__Sordariales_sp;sh__SH0106536.10FU
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
Unassigned
k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp;sh__SH0002379.10FU
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
Unassigned
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
Unassigned
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeridaceae;g__Lasiosphaeris;s__Lasiosphaeris_sp;sh__SH0172608.10FU
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariales_fam_Incertae_sedis;g__Sordariales_gen_Incertae_sedis;s__Sordariales_sp
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariales_fam_Incertae_sedis;g__Sordariales_gen_Incertae_sedis;s__Sordariales_sp
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
Unassigned
Unassigned
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Cephalothecales;f__Cephalothecaceae;g__Phialemonium
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Ophiostomatales;f__Ophiostomataceae;g__Sporothrix
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Chaetosphaeria
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Chloridium
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Chloridium
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Chaetosphaeria;s__Chaetosphaeria_sp
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Chloridium
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_ord_Incertae_sedis;f__Sordariomycetes_fam_Incertae_sedis;g__Sordariomycetes_gen_Incertae_sedis;s__Sordariomycetes_sp
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Pleurotheciales;f__Pleurotheciaceae;g__Pleurotheciella
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Pleurotheciales;f__Pleurotheciaceae;g__Pleurotheciella
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Pleurotheciales;f__Pleurotheciaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Sarocladiaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae
Unassigned
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Microascus
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Pisorisporiales;f__Pisorisporiales_fam_Incertae_sedis;g__Brocchiosphaera
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae
Unassigned
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae
Unassigned
Unassigned
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae
k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Hypocreales_gen_Incertae_sedis;s__Hypocreales_sp
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae
Unassigned
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae
Unassigned
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Metapochonia
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes
k__Fungi;p__Ascomycota;c__Sordariomycetes
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Atractosporales;f__Atractosporaceae;g__Atractospora;s__Atractospora_sp
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_asperellum
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Sphaerostilbella
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Clavicipitaceae_gen_Incertae_sedis;s__Clavicipitaceae_sp
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma
Unassigned
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Thelonectria
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Paracremonium
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Hypocreales_gen_Incertae_sedis;s__Hypocreales_sp
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Hypocreales_gen_Incertae_sedis;s__Hypocreales_sp
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Volutella
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Thelonectria
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Metapochonia
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Sporoschisma
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Savoryellales;f__Savoryellaceae;g__Dematiosporium;s__Dematiosporium_sp;sh__SH0115272.10FU
Unassigned
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Savoryellales;f__Savoryellaceae;g__Dematiosporium;s__Dematiosporium_sp;sh__SH0115272.10FU
Unassigned
Unassigned
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_ord_Incertae_sedis;f__Sordariomycetes_fam_Incertae_sedis;g__Sordariomycetes_gen_Incertae_sedis;s__Sordariomycetes_sp
k__Fungi;p__Ascomycota;c__Sordariomycetes
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Acremonium
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Hypocreales_gen_Incertae_sedis;s__Hypocreales_sp
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Glomerellaceae;g__Colletotrichum
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Atractosporales;f__Atractosporales_fam_Incertae_sedis;g__Atractosporales_gen_Incertae_sedis;s__Atractosporales_sp
k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp;sh__SH0179393.10FU
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Chaetosphaeria
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Sporoschisma
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Hypocreales_gen_Incertae_sedis;s__Hypocreales_sp
Unassigned
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Hypocreales_gen_Incertae_sedis;s__Hypocreales_sp
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Zopfiella;s__Zopfiella_sp
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae
Unassigned
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Diaporthe
Unassigned
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis;f__Eremomycetaceae;g__Arthrographis;s__Arthrographis_kalrae;sh__SH0167194.10FU
Unassigned
Unassigned
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Cystofilobasidium
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Mrakiaceae;g__Tausonia
Unassigned
